Counter:,Time:,Y:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,Unknown:,T8:,X:,O2:,O1:,AF3:
182,13.911555394948136,111,-5211,5347,6663,7599,-1013,-4332,4142,3152,-6896,-285,18,-4204,36,4675,-73,7426
183,13.985266502590507,109,5818,5331,-8036,-5084,4593,7831,1900,7439,-1786,-2569,87,5210,-30,4050,-8144,3187
184,14.055065441583684,39,3862,2033,319,-2120,2196,7836,5815,-3488,-2744,4815,91,-6462,21,-5725,6036,6021
185,14.12619694698601,-99,3153,-2122,-2551,-1039,416,1115,6614,2242,-2216,-7482,121,-6300,-44,-6404,-7691,5403
186,14.19945089368763,97,6985,178,5405,-5245,4035,3756,-7950,-2751,-1032,-1347,116,-545,76,-7879,1103,8003
187,14.271602351235597,124,1365,-965,2287,-7439,4039,7110,-4882,-4217,-1270,-7097,27,-5387,-7,-6070,16,-4275
188,14.338518909741719,-77,5374,2881,633,-767,820,-7959,-3828,4010,7356,4313,32,-6233,10,-2735,8129,-3200
189,14.409859109754976,-34,-6130,6400,-435,-6918,531,-3187,5673,7176,-4191,6752,27,4725,31,1582,6074,-7071
190,14.476829124872506,127,-3411,7585,6742,5850,-6432,7087,-7257,5125,2419,-110,59,-1034,-105,-2491,6265,-1734
191,14.554027741843056,-83,-4504,-3368,-1790,-6821,-1251,8162,-358,-2455,-1650,4094,231,-4797,-94,-238,7581,-3424
192,14.621742300644259,45,-6273,7487,-8189,-1116,5780,-6652,-1938,-7279,559,-6272,22,-772,132,4540,-6596,-436
193,14.697852113353676,143,3806,1027,-2368,5374,1604,7759,7912,-7889,-216,7278,23,3841,120,-2188,1482,5623
194,14.762840812626024,-64,-1510,5689,-703,4332,5898,-7232,2490,-6733,-7853,-3963,238,-1937,91,-795,-2060,-6816
195,14.843513254032231,121,6541,7074,7968,6599,4234,1446,-1697,-8044,1914,-4774,255,3423,-77,-3926,3716,-5057
196,14.919765047501546,80,3786,3021,7721,-4700,-7277,3666,-4732,867,991,5025,231,-4736,-39,-237,146,-566
197,14.98752450985633,126,550,-123,6796,7143,2789,3291,8037,6057,565,-6499,106,-1752,-63,-2960,-5543,1090
198,15.060659996707074,-92,3263,-950,5895,7828,5665,4872,-816,-1437,6437,-746,126,7699,-38,-6351,5575,5499
199,15.127390098552608,75,3798,2445,-3767,6938,-8006,-913,-6344,-7425,-5384,-7031,248,7934,11,-6170,1802,-3054
200,15.201859007118282,105,2906,3166,-5970,-819,4804,-726,-7244,-3360,2470,-875,95,-5721,-51,-5175,-7468,6568
201,15.279765817276749,100,-5844,-7513,558,-5388,6326,-6155,2325,3134,-4512,-1713,35,-1418,-104,-2412,5008,3550
202,15.348330122372875,146,7020,1412,-4763,3852,-2853,4419,6377,-7122,-7495,-7639,101,-3596,141,-6411,-5731,-3655
203,15.422549709302947,-71,-5634,-3959,-1003,2209,5137,-7909,1982,7790,-2380,-1728,82,-2483,8,948,-4599,208
204,15.494542079975368,20,1174,-2562,3540,2864,-4971,1226,248,-3730,3428,-4596,107,-7098,-79,-6869,2256,-6075
205,15.571291233757208,-8,7659,1933,591,2376,-4196,-5960,-2038,-7246,4742,-1766,106,-5715,-75,5248,1586,7656
206,15.642749465968452,38,6787,-5581,-927,4394,285,-8046,-8143,5111,3842,7440,224,-4991,-55,5641,8168,-242
207,15.713018823142008,4,-6870,-4761,7657,-5794,-6982,1129,2468,-1689,-8116,-5430,111,-6431,126,-3423,2186,-416
208,15.787076757279186,-72,-1574,7856,-2509,-4354,5856,-7085,-8110,6741,-3005,6067,81,6076,-69,-516,1921,-3129
209,15.85506116505477,36,676,8183,7718,1039,6460,-5378,5976,4988,-1489,2587,50,-246,-37,5230,4753,6533
